temperature,vibration,pressure,humidity,rotation_speed,voltage,current,oil_level,load,motor_temperature,gearbox_temperature,sound_level,fan_speed,reactive_power,active_power,machine_failure,timestamp
69.24503211,0.503800348,35.40153354,40.95211945,1460.942181,209.6803372,5.535757968,71.55236377,68.58058181,57.81742568,66.22749341,75.65015893,1143.620452,54.02619929,96.57005774,0,1/2/2024 2:00
76.87849009,0.512003133,33.71683906,42.24609361,1487.009993,215.597408,4.246732985,64.36368104,80.59905257,65.35840187,63.72406414,70.74952942,1322.429349,49.8177634,92.27491394,0,1/2/2024 3:00
71.99680655,0.561351797,30.62897825,37.45096653,1579.926906,232.8807572,4.017222054,64.21529301,63.74878741,61.47612379,56.47689021,76.095507,1129.819189,47.06514507,107.3975929,0,1/2/2024 4:00
73.54153125,0.397720743,28.52509144,40.17220506,1540.106423,220.14509,4.706442365,71.6125233,80.82911853,56.60277508,64.58433237,75.73469191,1247.463159,51.65981964,114.8521658,0,1/2/2024 5:00
71.99146694,0.474262346,32.42136779,27.55836323,1543.111176,207.638642,4.18303852,63.17947003,75.85083722,59.93987986,69.11711592,73.19010945,1221.564191,52.55049366,111.1763244,0,1/2/2024 6:00
84.26139092,0.333141593,27.0793614,36.70875794,1429.188647,232.5433836,4.787584326,67.34061125,95.01952965,58.80222071,69.72816714,76.72067651,1141.292881,47.13706976,105.0185205,1,1/2/2024 7:00
74.93251388,0.539922312,31.42907331,42.26754356,1442.442313,227.3100063,5.251249848,72.50458665,94.11356862,62.44589175,67.52182533,69.9970042,1193.784953,50.83169433,110.8686349,0,1/2/2024 8:00
69.71144536,0.564719594,31.51641048,35.08852983,1358.046067,225.3843496,4.554625568,65.08837864,87.85345603,54.10111625,62.29350453,77.97170048,1196.062356,56.18102489,82.83502423,0,1/2/2024 9:00
79.11272456,0.451681354,33.18062972,40.29492111,1459.530959,227.1573424,4.286586712,78.02677981,76.73386219,59.85324149,55.11589216,72.36563489,1265.279136,60.3497387,94.78169459,0,1/2/2024 10:00
68.89578175,0.657398676,38.27898012,42.2343625,1547.835159,243.943619,5.034668581,76.11968172,99.85380395,61.97653626,62.52392451,72.04516162,1164.334455,54.2718466,90.8882994,0,1/2/2024 11:00
76.04431798,0.377423434,31.1772479,38.287254,1525.847326,241.850949,5.431271742,62.14290001,64.46964722,60.16511654,63.47827564,74.65852568,1186.90275,59.31379843,112.2463873,0,1/2/2024 12:00
65.20164938,0.353562512,28.47310912,40.85231885,1488.924337,213.1328466,4.152513281,65.33814378,65.9644137,66.73470622,63.43535516,76.29891878,1083.19652,46.85312894,96.16521981,0,1/2/2024 13:00
68.35906976,0.522445182,29.92327706,35.18633717,1498.884986,236.2388499,5.410116199,58.57111378,79.162169,63.87011387,68.09278178,75.49177219,1286.73814,53.50941126,108.4540656,0,1/2/2024 14:00
75.98430618,0.60470983,24.69277229,38.9669436,1465.555723,223.8316819,5.408653102,66.08704319,102.5403811,59.96259602,74.92838206,72.7720225,1146.476588,56.69259754,105.3585694,0,1/2/2024 15:00
78.6923329,0.668392769,27.91586061,43.05108085,1510.237944,224.9909582,5.477042551,73.83194238,77.97661093,61.08344549,65.61764601,73.48173213,1216.345543,45.51833334,91.37693064,1,1/2/2024 16:00
75.85684141,0.454111574,28.77215269,40.7848648,1538.293914,203.0772917,5.609240107,67.93052529,78.16754757,61.47832776,63.91634105,71.60087296,1194.929609,47.57204944,94.1304179,0,1/2/2024 17:00
74.42175859,0.607868083,28.42773481,37.06734365,1419.205661,218.2961423,6.101006962,72.30398622,65.58089644,62.01649802,63.70389093,74.3259603,1195.099952,58.68952381,112.9381769,1,1/2/2024 18:00
73.49448152,0.496149153,30.45706462,41.12108202,1514.982384,211.8717641,4.821953976,62.38832841,89.45929585,50.87171002,65.62192383,78.22506364,1240.493099,45.12450572,92.24517351,0,1/2/2024 19:00
67.60739005,0.48273727,27.5327402,43.57304895,1546.621744,228.2805881,5.05478579,73.98987627,89.53176254,58.49236852,60.8585312,74.98721119,1283.563123,43.29434984,101.2486761,0,1/2/2024 20:00
71.40077896,0.588365994,33.363092,29.75029361,1479.244986,230.710805,4.791780783,67.22445386,87.89075201,52.57780466,65.60099279,77.57824276,1212.574683,57.63990787,92.17458714,0,1/2/2024 21:00
72.69680615,0.565232288,30.00062119,45.79537032,1535.035031,199.2551365,5.000988422,70.06084841,73.70779327,66.39140474,67.25406168,79.36620401,1232.753901,55.98381612,96.86047813,0,1/2/2024 22:00
80.28561113,0.342360784,29.97209904,38.31872631,1640.732722,219.7796514,5.766436678,69.53562749,72.93293232,59.6957524,66.04843032,73.23594444,1216.444577,52.16060122,99.53838056,0,1/2/2024 23:00
76.71809145,0.647654035,29.01631585,42.12744967,1494.78286,231.218615,4.327492758,63.6422574,67.0687775,59.03329525,67.28770967,74.44028024,1250.876571,49.77144623,92.1713349,1,1/3/2024 0:00
66.18479922,0.638009135,30.46557205,45.98623462,1519.665353,218.1332104,4.569475164,64.23457834,80.83872502,64.48398666,67.16873805,81.51357858,1176.854181,47.80737747,90.39553046,0,1/3/2024 1:00
76.62041985,0.43744373,32.47529479,33.14163151,1463.097146,227.2906365,5.688590468,74.83897235,69.19592671,62.11162399,56.14051659,79.33303024,1253.769528,51.40974437,102.8627334,0,1/3/2024 2:00
73.0745886,0.539580353,27.39860935,36.45279499,1509.062558,223.5116547,5.510018253,71.99496079,68.22583495,54.35682743,68.18435079,69.98278642,1255.524993,57.89903479,91.55262591,0,1/3/2024 3:00
71.61539,0.549403019,28.02565053,38.55725652,1523.013581,223.4166023,4.818434177,75.25024521,75.76309283,59.64547319,61.64492577,76.16144495,1254.12685,51.19283063,91.89342444,0,1/3/2024 4:00
78.05838144,0.526067377,29.08882191,36.08123239,1509.742117,217.2868502,5.427201001,71.62329118,75.10843825,58.32416513,59.52080418,75.00167998,1166.992607,60.83479634,90.60946856,0,1/3/2024 5:00
80.15499761,0.444969485,25.96238723,48.67468288,1449.015234,207.834192,5.170607921,70.71495317,74.62021471,51.27733556,59.47774086,77.47935933,1191.583118,45.51029007,99.22091954,0,1/3/2024 6:00
79.6564006,0.432837663,27.54222642,35.71613953,1510.318089,208.7846985,5.750137305,61.36994691,84.66444597,56.54861883,67.16770805,72.7650637,1211.973349,49.90159623,109.4370163,0,1/3/2024 7:00
70.80391238,0.497444593,28.57133738,37.2222661,1573.109797,227.0935251,5.037254797,68.64816652,80.79047802,59.08229839,63.88712536,72.48117488,1131.457898,48.13470666,115.0652864,0,1/3/2024 8:00
73.45393812,0.617272902,32.62316754,41.02194516,1522.431788,220.1945826,5.512816057,69.8630784,77.11843969,59.42524534,56.59015608,72.97178785,1279.74601,44.57429228,92.74081914,0,1/3/2024 9:00
76.65631716,0.554360015,30.78768399,33.98925237,1548.099359,218.6148776,6.321005955,79.76553599,81.83012928,52.58884288,67.39018908,73.28421436,1199.386173,49.23458133,121.5031079,0,1/3/2024 10:00
79.87772564,0.462938567,30.58076973,38.02159644,1488.149401,215.7610996,5.299049578,73.43478316,70.08472959,65.75832792,57.80195935,77.4459725,1214.196394,52.08664651,89.95295139,0,1/3/2024 11:00
72.60412881,0.577169871,32.55269389,41.58726631,1537.495012,216.9481115,5.024664083,77.68030591,81.05278624,59.48948471,65.69910679,71.45639648,1171.149778,52.6211509,110.8354852,0,1/3/2024 12:00
74.07170512,0.215145738,29.58788463,38.33569798,1513.963392,230.4691179,5.361223493,72.98768853,81.50602493,60.18776538,66.19249463,73.1321583,1133.656122,60.85226089,92.78303546,0,1/3/2024 13:00
69.46832513,0.61487657,31.17139455,39.53306571,1452.454464,216.6475592,4.817359571,66.44348387,64.96953141,62.00320819,69.42788541,69.63296283,1169.798506,52.32233735,91.2907673,1,1/3/2024 14:00
69.01896688,0.326028622,29.69033474,37.35333944,1515.92605,206.5893529,6.193983853,70.58562108,89.95693754,56.05961873,73.90842393,78.02135347,1210.960209,55.75068402,92.55243843,0,1/3/2024 15:00
79.06262911,0.463755906,30.79608705,32.42764845,1450.415167,227.4365178,5.090035519,71.18111823,71.18566295,62.28177987,58.17661837,78.8130903,1233.671441,50.33047123,99.475523,0,1/3/2024 16:00
81.78120014,0.388033011,28.25172403,41.60796606,1468.355986,217.9512334,4.86353334,65.30422215,80.90309799,58.16462677,64.73763072,74.01877971,1208.089577,58.390278,105.7997217,1,1/3/2024 17:00
74.63994939,0.370531852,22.68354853,48.77466536,1509.466415,220.3139587,4.582155497,68.07806312,91.64411741,55.5170723,63.61832352,74.10615191,1217.336201,61.99224643,106.6986804,0,1/3/2024 18:00
80.01766449,0.616082679,29.59716251,40.09200815,1514.862214,236.0757831,5.548610096,68.97116503,89.25676758,62.86723747,67.16874843,76.35966571,1183.148681,52.65542565,90.56014985,0,1/3/2024 19:00
76.80818013,0.45322988,34.26824441,41.12632059,1440.538377,219.7943944,5.433593706,78.02809916,80.34333389,67.45836929,66.07834385,79.42344602,1224.812428,45.03670492,90.10340712,0,1/3/2024 20:00
71.77440123,0.534650388,32.77864621,43.46361378,1552.699289,222.8918367,4.751322814,59.59629737,76.37500997,63.62414687,63.23726879,76.22583224,1274.141643,47.25597489,90.83361307,0,1/3/2024 21:00
76.80697803,0.495307942,32.89619245,33.65334752,1528.600314,208.2107651,5.288225673,76.0290921,89.47511909,64.61488783,62.79548906,72.90737417,1235.239472,51.40967152,98.88645598,0,1/3/2024 22:00
82.69018283,0.547704083,33.70839217,48.51257329,1464.763578,217.8033055,4.245722016,65.31602383,86.74694978,57.39684697,59.41774572,70.14353228,1240.477094,52.28249018,97.89844396,1,1/3/2024 23:00
74.8208698,0.507682189,30.26597277,41.01164398,1423.12076,226.0952605,5.092485288,63.13960406,73.8163498,52.01190135,69.93930791,71.65462121,1214.70082,53.49212567,90.49824538,0,1/4/2024 0:00
82.82321828,0.371700778,30.59194712,48.1592845,1492.754771,204.4462627,5.226378176,75.89971065,72.05106353,67.45068761,67.29602091,75.21965835,1124.842247,52.30098841,102.6960369,0,1/4/2024 1:00
61.90127448,0.599626682,28.14704431,36.33483502,1477.702814,222.0084509,5.853664905,73.65949035,59.27644818,70.27257445,69.58884099,73.03401743,1147.766673,50.03492458,122.6256881,0,1/4/2024 2:00
79.10951252,0.450624342,29.05178143,49.09030961,1505.657023,221.0079107,4.614590599,76.27259351,81.54031842,67.71403387,63.44801932,75.58490312,1222.74379,46.81900779,94.95284538,0,1/4/2024 3:00
75.43523534,0.34434181,31.84731345,43.87577747,1481.844167,220.4128746,4.360823686,74.00350974,79.17302255,58.32107031,61.71582266,73.34122795,1199.453047,52.00569131,95.66488179,0,1/4/2024 4:00
73.50496325,0.457188484,33.61165331,42.76520043,1399.627157,230.371589,4.55228602,80.29922501,91.36191375,54.22682831,59.60842467,71.82556071,1221.992144,59.27493679,105.5966157,0,1/4/2024 5:00
75.45880388,0.650075979,29.58166117,41.17012227,1480.582653,223.3443851,4.33171575,72.79361918,83.59055093,54.67158651,66.79458792,71.46890511,1283.821171,55.09964303,94.41183708,0,1/4/2024 6:00
65.06215543,0.585022174,28.64943221,38.75735691,1484.719044,234.780719,5.668328679,69.21761312,93.34229194,51.58133716,59.80103388,79.68706353,1236.3018,52.67351975,106.6896448,0,1/4/2024 7:00
73.90164056,0.465134787,30.00158388,46.00265829,1531.683051,210.0641048,5.774319648,71.71463189,73.02635772,59.46310691,74.24331534,77.66696325,1262.94431,55.14783462,92.81457293,0,1/4/2024 8:00
76.78556286,0.46507423,31.80362025,40.70179935,1465.090016,221.3592457,5.160108289,76.21734564,91.38150331,68.02838979,58.46178709,80.19155386,1204.734069,48.14467986,118.3211961,0,1/4/2024 9:00
82.38947022,0.467836495,25.66843555,30.16465148,1583.933734,220.8446679,5.610647473,66.10312337,74.71083621,59.29168684,66.3683006,76.6198527,1159.639216,47.45867427,103.4477497,0,1/4/2024 10:00
72.40864891,0.707674798,23.11145714,34.41406769,1404.417972,209.3074551,5.06697919,66.74055709,87.77596062,61.5116145,72.83427354,73.71002577,1197.106692,46.26107448,93.79977051,0,1/4/2024 11:00
70.95753199,0.538193545,28.34838945,39.07077124,1565.558375,229.56295,4.952444176,68.45519993,65.41241607,66.87798482,67.9954488,78.97002277,1159.762409,49.37356689,94.11308301,0,1/4/2024 12:00
72.49121478,0.543004165,26.33786272,41.54999492,1488.784051,243.2467331,4.83348119,59.47708601,82.35135299,57.97952344,65.87836856,74.900796,1277.914748,47.88997052,94.86200247,0,1/4/2024 13:00
79.57701059,0.603028345,28.47557941,39.71705756,1542.979244,219.8299393,4.844804504,70.69039204,60.15312059,70.17765728,60.15758177,75.66252531,1239.519554,56.0413737,113.7274967,1,1/4/2024 14:00
76.64375555,0.523878916,29.55665904,46.09485395,1503.990074,225.0502109,4.226099222,60.56935648,77.32862514,69.96047204,58.09115406,74.87152686,1226.025625,47.62338291,87.31248992,0,1/4/2024 15:00
72.35119898,0.474095785,28.64025477,30.24449068,1556.977777,220.8451848,5.132127382,70.26529656,84.40353994,59.34444331,68.85025054,66.15928734,1261.79716,45.98639142,93.3205833,0,1/4/2024 16:00
77.56633717,0.480365015,34.3574026,40.71793968,1480.631902,212.8641533,4.979833045,74.32644878,74.79031449,57.11232868,72.5307362,79.81420504,1098.997179,59.71288589,94.38339443,1,1/4/2024 17:00
75.48538775,0.492839874,30.98023429,30.91010387,1445.068979,201.7923972,5.372680362,67.6156177,69.49562371,63.48619023,62.80575005,76.47301184,1229.406898,47.74312384,99.84312033,0,1/4/2024 18:00
79.84322495,0.496277776,30.90142308,43.79856148,1571.025214,212.9422652,5.046761748,78.38557935,88.46118469,58.26237529,59.30469246,75.98946918,1134.467711,50.76764229,97.28890307,0,1/4/2024 19:00
71.48973453,0.572762954,31.86662143,39.52770643,1494.325968,206.0804162,4.918648149,62.6974955,78.9653721,54.21722391,52.70915285,74.81467181,1199.637215,52.25661412,85.08772169,0,1/4/2024 20:00
73.36168927,0.505194589,26.58350065,42.09804986,1511.077924,237.0410208,4.564403485,75.95630341,75.10429353,66.40619327,60.09617578,75.49028346,1184.41462,44.31653441,96.00177316,1,1/4/2024 21:00
73.03945923,0.573264008,33.11733536,35.6805852,1561.737596,218.8489031,5.036076618,73.37568528,80.41895921,66.08223694,64.43171579,73.20816319,1233.086831,56.17741885,99.00449317,1,1/4/2024 22:00
67.68242526,0.491928342,29.77270714,46.39732466,1448.402238,216.5408067,5.369118615,61.41983376,106.3666914,60.77755802,72.9956162,76.84973806,1211.409364,53.1855952,93.71902165,0,1/4/2024 23:00
76.48060139,0.507863519,32.01144185,45.20862332,1529.774545,228.8915382,4.428330504,83.5539715,91.5350285,53.68567623,68.36566846,71.07870497,1267.255859,57.79192006,106.8677549,0,1/5/2024 0:00
76.30527636,0.300179932,26.7844283,42.91772152,1470.505262,208.782489,5.043736877,69.68127357,91.62573668,53.85236874,66.52542702,75.5582053,1169.905142,46.60389031,109.1940843,1,1/5/2024 1:00
75.02556728,0.591632767,25.3387237,39.35241377,1493.391532,212.3313596,5.116521476,65.61257989,84.35546319,60.53614644,62.99940169,76.68472041,1235.455719,50.49562896,99.216133,0,1/5/2024 2:00
73.82706433,0.534648848,32.45366897,42.89928643,1503.613948,220.6807227,4.640967608,62.96456403,81.66485273,57.50064483,62.08417141,74.4039926,1208.111161,50.19677877,102.3054159,0,1/5/2024 3:00
67.92314629,0.599801011,31.12922858,36.46553716,1424.988907,230.2876899,4.706071848,68.89990986,56.03917712,58.29453534,72.02823799,76.11260338,1118.235486,51.31944247,78.38944003,0,1/5/2024 4:00
72.89677339,0.210374462,27.29384534,44.2777783,1461.058148,225.0168505,5.115305424,69.36296564,73.21019654,65.10981578,66.0036927,72.02599682,1154.069177,42.72692626,95.78897228,0,1/5/2024 5:00
73.28642742,0.70883747,27.39101076,48.24740447,1567.553645,222.4832514,4.433289491,70.51322764,75.19425587,63.66589659,54.48699654,72.10251969,1192.506098,50.55418189,110.0482169,0,1/5/2024 6:00
70.98861365,0.486041037,33.37630435,45.3530528,1544.309559,220.7811774,5.174961858,68.51101922,61.25107936,66.8907134,61.63230176,75.71015136,1255.614622,42.86768044,95.76563417,0,1/5/2024 7:00
74.19357144,0.610818282,26.43176432,36.35198765,1496.868021,224.0023586,4.552322813,73.16612655,68.4258421,55.04688388,60.70891984,77.03564896,1223.186153,51.79167036,92.62738324,0,1/5/2024 8:00
77.02025428,0.396009407,34.92801886,41.80708659,1512.156173,222.0165291,5.531426847,68.06185084,60.19163529,58.28404216,62.26867995,69.37540303,1141.624959,39.35675438,122.7768893,0,1/5/2024 9:00
84.43092951,0.561277391,27.2981378,33.53429228,1485.287875,209.7002773,6.168913873,60.32517941,79.61676164,63.79490848,67.8145533,76.56606191,1192.984189,40.74206583,118.1907719,0,1/5/2024 10:00
75.87288906,0.394658444,31.91517578,42.86195156,1567.829169,220.4607922,4.569621599,69.25319252,88.18765971,62.24039171,64.46277559,73.3703955,1300.890322,54.09274358,104.6757491,0,1/5/2024 11:00
76.28775195,0.437623104,29.01414457,42.25301706,1489.982371,209.2631134,5.267103931,58.16261173,91.06774519,67.66190191,64.61567296,74.42158174,1205.561167,47.26580772,111.3891061,0,1/5/2024 12:00
74.62777042,0.691403135,31.80956229,30.6509183,1511.592105,220.8108254,4.636629048,71.76885315,84.14784462,62.10268353,71.56736581,70.98144623,1183.633721,45.06070963,77.74064582,0,1/5/2024 13:00
65.40614392,0.48093176,28.36765799,34.19108078,1557.301507,215.1935206,5.520477087,65.10349885,70.36603659,69.24054552,61.51769455,72.44514828,1224.586982,56.35422811,92.12448559,1,1/5/2024 14:00
74.86743062,0.521743287,29.51162128,38.58430552,1461.131426,245.3938162,4.367370795,70.81680177,60.67934841,62.70008901,74.32099763,77.89837598,1238.169654,51.63813109,95.30042127,0,1/5/2024 15:00
75.30115105,0.587006773,30.12275753,38.49570126,1577.939459,219.6010562,5.240293379,76.57037491,62.43131301,65.31083724,61.64346204,75.09859012,1177.191583,54.36045098,97.64019901,0,1/5/2024 16:00
87.31621056,0.549568189,26.99343763,33.95261532,1423.47693,205.9576043,4.563505517,65.25625652,67.31017423,58.38242527,65.44599098,73.85166479,1225.128739,49.16878964,95.10055979,0,1/5/2024 17:00
74.03819518,0.515041891,32.22247304,41.94489365,1581.482107,218.6581979,4.896507705,75.30628129,71.11140302,60.07143606,63.59398202,74.65053494,1183.555525,63.39814347,74.49973708,0,1/5/2024 18:00
76.50773671,0.5364961,28.4603593,41.25736804,1481.366221,225.1935875,4.484487362,67.83305217,78.40251502,64.55472202,65.61709567,76.46763547,1235.96638,46.9774307,103.8602462,0,1/5/2024 19:00
74.82644115,0.740341559,29.31420025,39.02865434,1487.865063,236.7336395,5.411175235,78.76597401,69.85835782,68.06489085,67.22295998,76.32148349,1208.484658,58.72247775,105.4365413,0,1/5/2024 20:00
69.15660981,0.49423812,27.01695188,36.2210425,1405.499491,214.105476,4.581509823,68.17423693,83.38975894,63.64618475,67.1691762,74.774919,1224.098391,49.6931698,116.0189879,0,1/5/2024 21:00
80.71411407,0.520109905,22.31299902,45.24353563,1477.260264,204.1757203,5.27598213,65.79753507,77.67726497,59.58414114,61.23441335,78.27887733,1162.040823,41.72744803,92.11690735,1,1/5/2024 22:00
78.75966516,0.60506544,29.42691671,48.27703557,1448.009673,228.1683701,4.827950986,73.43619225,80.10545712,66.88667515,59.38542661,77.91138791,1158.935681,52.41424373,91.29836842,1,1/5/2024 23:00
78.95515974,0.610552593,37.23784626,37.58219258,1469.617683,206.1940129,4.942763814,67.82105135,91.40250553,49.04010672,77.51585895,76.24011609,1247.274865,51.57381281,73.20015514,1,1/6/2024 0:00
70.45306273,0.618703031,32.35381286,36.93916541,1493.134452,215.6384456,5.073877954,65.79275243,68.19768266,52.88882749,62.5800783,75.16383535,1196.030181,44.74339093,97.06433163,0,1/6/2024 1:00
82.01397155,0.563873022,29.94221886,42.45603833,1547.889581,217.4237951,4.619087664,67.61080075,84.18704578,63.40817112,68.49606219,76.97196329,1214.251737,45.38890361,109.0111178,0,1/6/2024 2:00
67.99074469,0.385699509,29.21132751,38.2098531,1510.380168,219.3036655,5.105183557,69.77696734,79.86026772,60.07054178,56.96179345,75.94280227,1184.680229,49.87651178,93.88232138,0,1/6/2024 3:00
77.93428547,0.663343153,30.06739768,39.303014,1515.383833,226.8916446,5.765167282,76.71090066,76.66513719,63.02756826,63.6019364,78.18240022,1244.936339,51.74873908,121.4344482,0,1/6/2024 4:00
85.95227813,0.385365461,31.64135735,43.69826576,1445.224031,213.1636572,4.610952607,60.32956127,88.85256321,60.32203761,64.36400308,77.69868413,1169.609501,37.64668359,97.43405164,0,1/6/2024 5:00
70.04731837,0.530263547,26.45756155,30.45321956,1455.962296,217.2627075,5.585905072,70.11540329,88.79014155,62.85472847,67.36407535,71.9452383,1193.219938,55.26560726,101.4699228,0,1/6/2024 6:00
72.16851135,0.424572415,33.34296508,46.59151162,1589.936251,219.8572965,5.749048817,73.12451797,70.53509204,55.9279859,51.3877293,71.74211049,1239.299641,47.52751013,86.36896919,0,1/6/2024 7:00
75.49825683,0.493586165,32.14614395,40.36340262,1463.239948,221.4959796,4.591922505,70.96724287,78.17839416,62.85243043,65.83070307,72.89625137,1258.648385,43.34126258,102.8722035,0,1/6/2024 8:00
72.48262173,0.532876241,32.15455718,37.94253428,1582.810413,220.9782717,4.272472697,76.54932585,82.81211683,64.97207264,59.25129272,77.92841607,1173.812035,54.70533276,80.20680205,0,1/6/2024 9:00
67.24668284,0.532135722,31.31542722,39.55382923,1487.84694,224.3600578,5.15098045,69.62827335,77.26993252,66.10275302,66.62172856,70.27107301,1297.984199,49.8819101,106.9369796,0,1/6/2024 10:00
75.34281487,0.542192075,30.05884997,39.81214678,1500.114397,228.4383951,4.726296239,69.07724279,85.85021332,70.06777147,59.81835402,76.18427217,1215.662085,56.08082888,107.2442818,0,1/6/2024 11:00
69.68848143,0.661371127,32.01858371,31.34399348,1553.518258,223.9263412,5.93430161,72.96164774,82.81192018,61.22049222,60.72258652,76.08762927,1147.853587,52.18976131,113.5929142,0,1/6/2024 12:00
77.36796215,0.54535343,31.7754424,47.47469114,1563.594621,224.5358552,5.01740377,70.49656907,98.3256124,61.36955543,63.63186195,78.48794418,1218.452602,49.99242749,89.80031281,1,1/6/2024 13:00
